,Price,Close,High,Low,Open,Volume
0,Ticker,SOXL,SOXL,SOXL,SOXL,SOXL
1,Date,SOXL,SOXL,SOXL,SOXL,SOXL
2,2015-03-09 00:00:00,2.219271659851074,2.229500477365342,2.145382986975582,2.188434301784928,5982000
3,2015-03-16 00:00:00,2.436816930770874,2.455594728442049,2.178663051182665,2.235148878402258,31944000
4,2015-03-23 00:00:00,2.066455125808716,2.44399268936981,1.779294768336713,2.43666471040618,74370000
5,2015-03-30 00:00:00,2.017297267913818,2.163854459718549,1.984627865568024,2.106758458362252,46758000
6,2015-04-06 00:00:00,2.193624019622803,2.193624019622803,1.931653153233629,1.956842579821906,29856000
7,2015-04-13 00:00:00,2.073324680328369,2.228583690924355,2.041112369326775,2.193623415438906,37548000
8,2015-04-20 00:00:00,2.048898220062256,2.264306698467172,2.0099689796082,2.106299948331988,49776000
9,2015-04-27 00:00:00,2.146756410598755,2.162328064985214,1.947377299874512,2.054089310371074,43812000
10,2015-05-04 00:00:00,2.116375684738159,2.180341473237652,1.946156074057263,2.155458014754379,45714000
11,2015-05-11 00:00:00,2.188280582427979,2.2136230940193,2.032105640407792,2.111185134778883,33468000
12,2015-05-18 00:00:00,2.288122653961182,2.311327375126123,2.179731895620694,2.179731895620694,20971500
13,2015-05-25 00:00:00,2.528721570968628,2.565360819105984,2.202631782094442,2.265528590256992,29812500
14,2015-06-01 00:00:00,2.34247088432312,2.592839921227105,2.272246322933534,2.57146637407199,30805500
15,2015-06-08 00:00:00,2.220950603485107,2.345524264194286,2.137290449334011,2.342470339458462,38119500
16,2015-06-15 00:00:00,2.30644154548645,2.35712568087324,2.115917425023748,2.176983243025526,23448000
17,2015-06-22 00:00:00,2.073172092437744,2.376057090162891,2.040807561230513,2.347966612858254,28383000
18,2015-06-29 00:00:00,1.956536889076233,2.031036577624306,1.890586180430319,1.984627361611741,37279500
19,2015-07-06 00:00:00,1.728763103485107,1.95653749383995,1.635943878414936,1.917455370041253,46179000
20,2015-07-13 00:00:00,1.79043972492218,1.842344775030754,1.733648918112618,1.780058037900386,36528000
21,2015-07-20 00:00:00,1.597472310066223,1.822803892634382,1.569381942848186,1.809369155542731,41740500
22,2015-07-27 00:00:00,1.624951958656311,1.700673429196381,1.508317192471963,1.573656976755607,41610000
23,2015-08-03 00:00:00,1.554116010665894,1.646935212177463,1.490607411821892,1.613959856031387,31998000
24,2015-08-10 00:00:00,1.508317232131958,1.676857922578359,1.464350119231496,1.587701711692339,37788000
25,2015-08-17 00:00:00,1.170013904571533,1.553505253401401,1.154748100399659,1.485722593265353,47103000
26,2015-08-24 00:00:00,1.360537886619568,1.36542375127318,0.9196456279538924,0.935522367715547,99439500
27,2015-08-31 00:00:00,1.25001060962677,1.386796966052108,1.182837888017911,1.325121049080967,44211000
28,2015-09-07 00:00:00,1.357485175132751,1.484501626245918,1.298251385765145,1.337333614308659,43992000
29,2015-09-14 00:00:00,1.321456432342529,1.463127593754213,1.304968757445226,1.375804338151069,35713500
30,2015-09-21 00:00:00,1.207874894142151,1.35992775552967,1.095514098595608,1.343440187952072,49980000
31,2015-09-28 00:00:00,1.29458749294281,1.29458749294281,1.089407460253027,1.182227656611938,61723500
32,2015-10-05 00:00:00,1.430763721466064,1.476562771523319,1.306801090343353,1.330005702146555,54445500
33,2015-10-12 00:00:00,1.586480617523193,1.61090710539102,1.378247753945971,1.430763736498884,33238500
34,2015-10-19 00:00:00,1.816697001457214,1.830742676253602,1.550452238689606,1.563885992863756,37266000
35,2015-10-26 00:00:00,1.645714282989502,1.794713347346568,1.590755426439247,1.792271342983723,33417000
36,2015-11-02 00:00:00,1.744640588760376,1.749525471686639,1.610907200427428,1.661591245787648,27043500
37,2015-11-09 00:00:00,1.504042267799377,1.731816744244904,1.485111709038738,1.731816744244904,32290500
38,2015-11-16 00:00:00,1.666476249694824,1.692123743210087,1.500378534433203,1.501599536866298,26226000
39,2015-11-23 00:00:00,1.703115463256836,1.707390281741817,1.551673393107433,1.669530037188354,14134500
40,2015-11-30 00:00:00,1.861885905265808,1.877762645923098,1.699451233665572,1.709222089975721,35233500
41,2015-12-07 00:00:00,1.622508525848389,1.851503941292397,1.614570593490068,1.851503941292397,29763000
42,2015-12-14 00:00:00,1.570603966712952,1.750136408132351,1.542513596846347,1.620067009686303,30096000
43,2015-12-21 00:00:00,1.717770934104919,1.734869660479206,1.598083343678347,1.610296095696867,11104500
44,2015-12-28 00:00:00,1.634722590446472,1.778836777548213,1.634722590446472,1.69761938288236,15049500
45,2016-01-04 00:00:00,1.200546979904175,1.598692992909361,1.196882991209407,1.541292141260851,40869000
46,2016-01-11 00:00:00,1.038723587989807,1.283595844264743,0.9898715864029598,1.221309102737398,44757000
47,2016-01-18 00:00:00,1.171235918998718,1.194440533731277,0.9746048473172473,1.093071563710935,46003500
48,2016-01-25 00:00:00,1.252452373504639,1.254895251726051,1.079026691882314,1.158412153755125,43113000
49,2016-02-01 00:00:00,1.088797569274902,1.290313515051259,1.0729198432909,1.226194839774914,57144000
50,2016-02-08 00:00:00,1.003916025161743,1.042387311908284,0.9056009998918767,1.034448504704588,62853000
51,2016-02-15 00:00:00,1.186501502990723,1.218866796384237,1.034448513182557,1.048494187667975,57931500
52,2016-02-22 00:00:00,1.298862218856812,1.315349897907089,1.120550800770669,1.229247622508327,49131000
53,2016-02-29 00:00:00,1.471677660942078,1.507095019692993,1.292145150466565,1.319013747627954,62848500
54,2016-03-07 00:00:00,1.525415301322937,1.526026239398393,1.381301069566398,1.437480947662235,57898500
55,2016-03-14 00:00:00,1.637164711952209,1.640218637246514,1.461907093673666,1.515034125019883,53259000
56,2016-03-21 00:00:00,1.571213960647583,1.656706177950364,1.519308915315158,1.618234996825411,30807000
57,2016-03-28 00:00:00,1.681742906570435,1.706779461754072,1.52602600717473,1.596861618300174,40044000
58,2016-04-04 00:00:00,1.601136326789856,1.683574725377988,1.561444035468448,1.681742676036603,29550000
59,2016-04-11 00:00:00,1.616403102874756,1.704947391658823,1.531521821061461,1.626783915689916,31636500
60,2016-04-18 00:00:00,1.583427906036377,1.634111955799546,1.539460789267435,1.587701851387469,28654500
61,2016-04-25 00:00:00,1.41671895980835,1.675025915190745,1.379468780803301,1.56571803792527,35053500
62,2016-05-02 00:00:00,1.363592028617859,1.452136314634086,1.308633058192872,1.422214879447522,22557000
63,2016-05-09 00:00:00,1.337333679199219,1.435648719138847,1.288481573609108,1.369088039203798,30348000
64,2016-05-16 00:00:00,1.541902661323547,1.545566541907973,1.344661536259656,1.345882538604982,38196000
65,2016-05-23 00:00:00,1.768455982208252,1.777004854146508,1.566939947557784,1.585869631561617,35040000
66,2016-05-30 00:00:00,1.844177007675171,1.881427084443454,1.762349528682458,1.783112031238692,18144000
67,2016-06-06 00:00:00,1.79166054725647,1.895471619782376,1.772729989039691,1.855168280405142,25830000
68,2016-06-13 00:00:00,1.717161059379578,1.826467843007713,1.671361899544394,1.7592962296473,25977000
69,2016-06-20 00:00:00,1.599915504455566,1.926005145988531,1.585259763237699,1.800209578895339,29181000
70,2016-06-27 00:00:00,1.646935701370239,1.701894681002793,1.380079940038027,1.543124720039296,45837000
71,2016-07-04 00:00:00,1.764792084693909,1.766624024916662,1.484501627225447,1.612739080721454,26580000
72,2016-07-11 00:00:00,1.939438104629517,1.960200815895342,1.799598875846711,1.80265192669707,31756500
73,2016-07-18 00:00:00,2.087827205657959,2.116528503063414,1.986459151780448,1.998060962900676,25824000
74,2016-07-25 00:00:00,2.293007612228394,2.437122559965689,2.093323415542614,2.093323415542614,39019500
75,2016-08-01 00:00:00,2.354073762893677,2.35956969352602,2.156221788839276,2.323541494362857,25552500
76,2016-08-08 00:00:00,2.413307189941406,2.42979497930605,2.322930090377513,2.376057120480786,18538500
77,2016-08-15 00:00:00,2.578184366226196,2.595282113248488,2.418192642336944,2.435901218169973,18919500
78,2016-08-22 00:00:00,2.622151136398315,2.677719951086782,2.529330942994556,2.57024511006578,19434000
79,2016-08-29 00:00:00,2.681994676589966,2.727793722752873,2.585511483705688,2.637416632582826,23695500
80,2016-09-05 00:00:00,2.303998947143555,2.726572440985359,2.291175259210434,2.726572440985359,19438500
81,2016-09-12 00:00:00,2.60871696472168,2.679552581413189,2.228889311404846,2.253926742104355,34341000
82,2016-09-19 00:00:00,2.634363651275635,2.771149964743117,2.563528053391255,2.668560011255421,20136000
83,2016-09-26 00:00:00,2.937859296798706,2.99159716050058,2.524446361915806,2.589176086191599,32481000
84,2016-10-03 00:00:00,2.954956769943237,3.009304567787646,2.82427636970086,2.943353866706584,20541000
85,2016-10-10 00:00:00,2.664286375045776,3.034342880236119,2.471930143290015,2.999535688981392,35760000
86,2016-10-17 00:00:00,2.710085868835449,2.758937979289193,2.600778084215144,2.651462899516684,19669500
87,2016-10-24 00:00:00,2.751609802246094,2.94579810125003,2.738786110519426,2.772372520971051,23161500
88,2016-10-31 00:00:00,2.597724437713623,2.860306300318382,2.542154533274173,2.806568226759077,23289000
89,2016-11-07 00:00:00,2.915875434875488,2.929921220271286,2.536048928829392,2.745502914527863,36757500
90,2016-11-14 00:00:00,3.306694746017456,3.320129484568725,2.843818887664057,2.931142285989035,23307000
91,2016-11-21 00:00:00,3.513705730438232,3.532025346762294,3.301808922311407,3.334784275372129,15133500
92,2016-11-28 00:00:00,3.01113748550415,3.528973262733819,2.843818680681852,3.495997902678187,23094000
93,2016-12-05 00:00:00,3.500272035598755,3.651104155950077,3.026404311193606,3.086859106700733,29617500
94,2016-12-12 00:00:00,3.593092203140259,3.797050045303266,3.334785233049039,3.457526872378592,26676000
95,2016-12-19 00:00:00,3.748807907104492,3.781783039831391,3.590037034787853,3.663926542696009,16297500
96,2016-12-26 00:00:00,3.653274774551392,4.153600276440871,3.621283975291127,3.938626535199348,24129000
97,2017-01-02 00:00:00,3.676946401596069,3.817063359736366,3.540668439753231,3.751164327214873,18216000
98,2017-01-09 00:00:00,3.860569477081299,3.892559579347852,3.616804714761156,3.710855752711578,21477000
99,2017-01-16 00:00:00,3.922630310058594,3.989170460989548,3.637918602937081,3.824740267930177,14551500
100,2017-01-23 00:00:00,4.337221145629883,4.338501573256153,3.756280880848229,3.865046755223261,21064500
101,2017-01-30 00:00:00,4.360255718231201,4.380730211579206,4.024359347097008,4.270043657198173,26806500
102,2017-02-06 00:00:00,4.348739147186279,4.53172320845389,4.218859443980127,4.390966273449775,23494500
103,2017-02-13 00:00:00,4.529802799224854,4.529802799224854,4.261726142274318,4.394804149848856,17643000
104,2017-02-20 00:00:00,4.482460021972656,4.745418741978029,4.228457894192645,4.618737785193155,20166000
105,2017-02-27 00:00:00,4.488853931427002,4.703827550816613,4.403120660697256,4.491413413575933,20157000
106,2017-03-06 00:00:00,4.740298748016357,4.771009345684119,4.337863111335472,4.417198860112409,19128000
107,2017-03-13 00:00:00,4.929681301116943,4.986623748975385,4.683357198069349,4.779967752812033,18352500
108,2017-03-20 00:00:00,4.902809143066406,5.111384842800881,4.649447289442424,4.955912588248606,26032500
109,2017-03-27 00:00:00,5.01093578338623,5.086432999188791,4.701271672696399,4.740299107158717,23656500
110,2017-04-03 00:00:00,4.824751853942871,5.06083933932301,4.620655847391874,5.039726006675243,23161500
111,2017-04-10 00:00:00,4.271963119506836,4.83818875716087,4.268764337294311,4.828591495278026,24531000
112,2017-04-17 00:00:00,4.717265129089355,4.804919074235553,4.311631215619106,4.311631215619106,22833000
113,2017-04-24 00:00:00,4.890652656555176,5.17280536881727,4.846506260897947,4.922642307552106,30136500
114,2017-05-01 00:00:00,4.96550989151001,5.038447624034806,4.792123066449842,4.945676067127655,18129000
115,2017-05-08 00:00:00,5.483750343322754,5.508062461894951,4.879776765360193,4.953353335165339,20536500
116,2017-05-15 00:00:00,5.684007167816162,5.992391663825908,5.182401629340348,5.521496715218259,41890500
117,2017-05-22 00:00:00,6.077486515045166,6.081325510929356,5.650737893294425,5.76590227834907,21112500
118,2017-05-29 00:00:00,6.397387981414795,6.426819522314649,6.071088870189187,6.073648353478251,19287000
119,2017-06-05 00:00:00,6.13442850112915,7.23488947267012,5.72239567914538,6.398666627942428,55555500
120,2017-06-12 00:00:00,5.739030838012695,6.334047301464012,5.513820112719229,5.881066825298901,65202000
121,2017-06-19 00:00:00,6.074286937713623,6.184333273923154,5.856754663720555,5.916895425319134,39135000
122,2017-06-26 00:00:00,5.214392185211182,6.277105358715325,5.064039363901342,6.222081732231078,61680000
123,2017-07-03 00:00:00,5.493985652923584,5.558605154481277,4.990460403463991,5.308442149229941,31900500
124,2017-07-10 00:00:00,6.293098926544189,6.296937922069025,5.456236800046224,5.554126838515369,52261500
125,2017-07-17 00:00:00,6.328289031982422,6.521509191681496,6.028861531276968,6.337886293139264,32562000
126,2017-07-24 00:00:00,6.097959995269775,6.545821943224634,5.938009005385667,6.345563556497395,44391000
127,2017-07-31 00:00:00,5.867630958557129,6.20288755945633,5.774220119307128,6.110116476593546,28738500
128,2017-08-07 00:00:00,5.634742736816406,6.331487785338844,5.429365833689619,5.907938851260904,34330500
129,2017-08-14 00:00:00,5.705760955810547,6.216963857670177,5.610430843031391,5.835001362023948,29080500
130,2017-08-21 00:00:00,5.830522060394287,6.0141458633232,5.460716344356496,5.726234909982414,22383000
131,2017-08-28 00:00:00,6.48504114151001,6.584850473419598,5.650738750820222,5.847797473498007,23785500
132,2017-09-04 00:00:00,6.044215202331543,6.43769412394561,5.982154270227735,6.35323989273574,18823500
133,2017-09-11 00:00:00,6.936100959777832,6.961053287557812,6.188171797964316,6.199688327343162,24586500
134,2017-09-18 00:00:00,6.992403507232666,7.362209207472357,6.696815032621514,7.064701006251809,33492000
135,2017-09-25 00:00:00,7.374366760253906,7.39164155589982,6.490798648186732,6.883638365135432,36324000
136,2017-10-02 00:00:00,7.741612911224365,7.741612911224364,7.350693407211999,7.43962594693356,22603500
137,2017-10-09 00:00:00,8.291842460632324,8.371817484747647,7.799833285998274,7.820947073106643,23680500
138,2017-10-16 00:00:00,8.521533966064453,8.65397363341604,8.007772870641121,8.381417220472146,26464500
139,2017-10-23 00:00:00,9.172212600708008,9.212520001323597,8.223386091816645,8.643095595556298,39790500
140,2017-10-30 00:00:00,10.00907135009766,10.01227104649709,8.86126538458434,8.86126538458434,39502500
141,2017-11-06 00:00:00,10.05897617340088,10.52795227817411,9.490831444386297,10.26691251125012,48757500
142,2017-11-13 00:00:00,10.15174961090088,10.47293108701307,9.597040598414852,9.904786276264947,33816000
143,2017-11-20 00:00:00,10.95981979370117,10.99180943902197,10.23172404394154,10.23812252215273,29859000
144,2017-11-27 00:00:00,9.002664566040039,10.76468176564904,8.317436061856618,10.76404109402576,90895500
145,2017-12-04 00:00:00,8.557360649108887,9.337919128613393,8.00201193585539,9.315526743913834,70749000
146,2017-12-11 00:00:00,8.799847602844238,8.877263620046838,8.357104132847933,8.59894944586599,31051500
147,2017-12-18 00:00:00,9.213796615600586,9.677013025597503,9.000742254540738,9.133181847737884,43096500
148,2017-12-25 00:00:00,8.830157279968262,9.18361975809202,8.714897895710536,8.900594944348224,14805000
149,2018-01-01 00:00:00,10.3944845199585,10.50590219492167,8.936452316147685,8.98063558208141,35323500
150,2018-01-08 00:00:00,10.27410411834717,10.72553742992185,9.698446518968932,10.38360095438024,39360000
151,2018-01-15 00:00:00,11.46896076202393,11.62392051323519,10.1915014087241,10.5052626159204,39786000
152,2018-01-22 00:00:00,11.59830379486084,12.00235321748485,10.59298649018927,11.51442109680734,56887500
153,2018-01-29 00:00:00,10.05510997772217,11.79232616726986,10.05318912549489,11.44526746620582,48682500
154,2018-02-05 00:00:00,8.544569969177246,10.29907567025353,7.511717095387485,9.797056312141166,87898500
155,2018-02-12 00:00:00,9.82651424407959,10.18573933788948,8.596438494972343,8.7827749421573,52683000
156,2018-02-19 00:00:00,10.55456638336182,10.61603822940822,9.69076003460568,9.70100641094678,35475000
157,2018-02-26 00:00:00,10.82670879364014,11.68923378177431,9.852766125853858,10.78956865108927,53668500
158,2018-03-05 00:00:00,12.49925327301025,12.50245560995026,10.50142187857011,10.66662710706418,52458000
159,2018-03-12 00:00:00,12.23607635498047,13.38290860906844,11.94280515000437,12.75538435003646,59496000
160,2018-03-19 00:00:00,9.811142921447754,12.31611523143442,9.811142921447754,11.91782928193042,68745000
161,2018-03-26 00:00:00,9.78553295135498,11.38315758071375,9.04915293142612,10.54688680518441,79807500
162,2018-04-02 00:00:00,8.364636421203613,9.733022279648997,8.249377055313035,9.489696951657777,79257000
163,2018-04-09 00:00:00,9.640815734863281,10.25553337611287,8.504229894073953,8.688644545248707,73975500
164,2018-04-16 00:00:00,8.339022636413574,10.31316099656033,8.22120122685052,9.82394832328752,83719500
165,2018-04-23 00:00:00,8.073928833007812,8.579149708760626,7.406064319826447,8.467091729327455,89757000
166,2018-04-30 00:00:00,8.818632125854492,8.846167093428889,7.698054209602721,8.06816502741386,69870000
167,2018-05-07 00:00:00,9.925122261047363,10.2132711639165,8.908918150075651,8.966547381049413,61077000
168,2018-05-14 00:00:00,9.80090045928955,10.65061893678048,9.695886525938821,10.292673516737,53346000
169,2018-05-21 00:00:00,10.81005954742432,10.83631210976402,9.835475764566542,10.24848920937552,55605000
170,2018-05-28 00:00:00,11.28774833679199,11.2928706106057,10.38296168842305,10.61412078227239,49216500
171,2018-06-04 00:00:00,11.31976318359375,12.02476733870212,11.02713317091054,11.3978842629974,49657500
172,2018-06-11 00:00:00,11.54131698608398,11.7385382299038,11.12126038631176,11.24484346225074,40722000
173,2018-06-18 00:00:00,10.30931854248047,11.26981412144448,10.23504102134455,11.26981412144448,49848000
174,2018-06-25 00:00:00,9.07891845703125,9.96178738874931,8.713836705528303,9.945104650627535,55035000
175,2018-07-02 00:00:00,9.7853422164917,9.823839365044037,8.641976078427264,8.840236898286241,41086500
176,2018-07-09 00:00:00,9.56141471862793,10.34868268793779,9.22392250705793,10.0830521661991,59416500
177,2018-07-16 00:00:00,9.93740463256836,10.21650914807343,9.295785584191345,9.574248526540256,39636000
178,2018-07-23 00:00:00,10.19277095794678,10.63035509727415,9.266913806086482,9.817424009694662,62950500
179,2018-07-30 00:00:00,10.39423847198486,10.4949727982408,9.669208502906022,10.17287921634143,35727000
180,2018-08-06 00:00:00,9.787907600402832,10.97233787678877,9.648034561652505,10.35124919418754,39673500
181,2018-08-13 00:00:00,9.114851951599121,10.09653077903579,8.713197659356743,9.83859901495655,48424500
182,2018-08-20 00:00:00,10.21265983581543,10.22035963162918,8.785056747085209,9.175160766199612,43645500
183,2018-08-27 00:00:00,10.77921009063721,10.99094483516265,10.37434805877187,10.4134867747639,49731000
184,2018-09-03 00:00:00,9.875168800354004,11.09296281748427,9.800740803892527,10.63612966776431,36535500
185,2018-09-10 00:00:00,10.21009159088135,10.31724162192335,8.905678259095621,10.11769773846607,55419000
186,2018-09-17 00:00:00,10.33713436126709,10.57389136251127,9.729519645421512,10.02594753573635,32499000
187,2018-09-24 00:00:00,9.920083045959473,10.46289350222347,9.587724226593053,10.08882966657911,33004500
188,2018-10-01 00:00:00,8.850045204162598,10.43925709915332,8.586892025721863,10.03005129274423,59608500
189,2018-10-08 00:00:00,7.560660839080811,8.86613170691783,6.993820517420949,8.685977353948232,80772000
190,2018-10-15 00:00:00,7.031780242919922,8.305080256726425,6.948780945890755,7.454497956784426,58456500
191,2018-10-22 00:00:00,5.72180700302124,7.29493397439667,5.429056552273593,7.173972811525147,93628500
192,2018-10-29 00:00:00,7.029207229614258,7.423615355054012,5.227028133168903,6.048657079126897,85978500
193,2018-11-05 00:00:00,6.850340366363525,7.41267713429133,6.503544987349348,6.993820019222564,50394000
194,2018-11-12 00:00:00,6.630939483642578,6.948781413985727,5.861425431413452,6.519629620746181,63432000
195,2018-11-19 00:00:00,5.954719543457031,6.598768418441966,5.36278643196785,6.468801149420074,51562500
196,2018-11-26 00:00:00,6.877363204956055,6.890874665254644,6.024851266662062,6.208864378300087,46008000
197,2018-12-03 00:00:00,5.54551362991333,7.587039701992485,5.459940430016803,7.525272628704728,76599000
198,2018-12-10 00:00:00,5.81574535369873,6.396097230468364,5.460585303995009,5.515917876811375,79413000
199,2018-12-17 00:00:00,4.726458549499512,6.08533151247881,4.669195445229828,5.758482065010944,96888000
200,2018-12-24 00:00:00,5.261128425598145,5.546157677143241,4.270926975866082,4.60228176438085,61173000
201,2018-12-31 00:00:00,5.128390789031982,5.639163449549019,4.525924594127102,5.460941849410785,72010500
202,2019-01-07 00:00:00,6.086655616760254,6.248733771540077,5.11483144805451,5.229125776139115,74388000
203,2019-01-14 00:00:00,6.295225143432617,6.408228546463846,5.477085382753099,5.860003461319296,67174500
204,2019-01-21 00:00:00,7.03329610824585,7.111429838086551,5.482897814930437,6.117004454041835,83928000
205,2019-01-28 00:00:00,7.112720489501953,7.206998155496627,6.206115046652773,6.250670452217207,59385000
206,2019-02-04 00:00:00,7.350349426269531,8.074859079582971,6.941602147260507,7.128863785735317,60946500
207,2019-02-11 00:00:00,8.187862396240234,8.307968802405869,7.255428157821434,7.463998773764313,55405500
208,2019-02-18 00:00:00,8.430011749267578,8.503625237465352,8.039991061271378,8.04386608740938,41476500
209,2019-02-25 00:00:00,8.397726058959961,8.931099642782259,7.894702383124392,8.847154287653515,53683500
210,2019-03-04 00:00:00,7.596373558044434,8.646976153664173,7.148236306956181,8.586278194885118,66000000
211,2019-03-11 00:00:00,8.897521018981934,9.089949553220231,7.697108577296152,7.737789424116181,61071000
212,2019-03-18 00:00:00,9.006648063659668,10.02367364716173,8.680553823839247,8.953698312752538,77058000
213,2019-03-25 00:00:00,8.897171020507812,9.17015444305481,8.332445124763398,8.87323638923941,85551000
214,2019-04-01 00:00:00,10.50919246673584,10.52536418936002,9.175328870784572,9.293060603120727,78810000
215,2019-04-08 00:00:00,10.89990615844727,10.90572857054351,10.08483971826733,10.36623193490941,59620500
216,2019-04-15 00:00:00,12.23894596099854,12.67494304628818,10.47555451371626,10.89602578278387,54312000
217,2019-04-22 00:00:00,11.96337604522705,13.35351864215246,11.19941206094531,12.06428922302577,51250500
218,2019-04-29 00:00:00,12.507399559021,12.71763469731032,11.74278885879332,12.0041274101229,46782000
