"Date","P_MA","P_Risk","f_technical","AdjClose"
2010-02-28,NA,NA,NA,36.5879554748535
2010-03-31,NA,NA,NA,37.9484252929688
2010-04-30,NA,NA,NA,38.3960227966309
2010-05-31,NA,NA,NA,34.2544403076172
2010-06-30,NA,NA,NA,32.5533790588379
2010-07-31,NA,0.379804696795628,NA,34.0421371459961
2010-08-31,NA,0.246787319887688,NA,33.7170104980469
2010-09-30,NA,0.433441316387096,NA,35.4979248046875
2010-10-31,NA,0.521556355361382,NA,38.1980400085449
2010-11-30,NA,0.372561878856853,NA,39.961727142334
2010-12-31,0.970756938288963,0.312606199071763,0.641681568680363,42.2714309692383
2011-01-31,0.99573269300392,0.641027655673405,0.818380174338662,46.6419372558594
2011-02-28,0.999470134886208,0.297269394292971,0.648369764589589,49.4457664489746
2011-03-31,0.999854825751158,0.573947675352823,0.78690125055199,48.8927230834961
2011-04-30,0.999906019476831,0.212660847509726,0.606283433493278,51.1301689147949
2011-05-31,0.999578908023338,0.553304566400948,0.776441737212143,48.5091781616211
2011-06-30,0.997712806488948,0.294856424993589,0.646284615741268,47.5627784729004
2011-07-31,0.971528657519248,0.248187215637088,0.609857936578168,46.6335105895996
2011-08-31,0.728158849812577,0.455141668395589,0.591650259104083,43.2612152099609
2011-09-30,0.226442055552005,0.115125726032496,0.170783890792251,42.7291450500488
2011-10-31,0.108658907604395,0.384081582841401,0.246370245222898,45.9413261413574
2011-11-30,0.203622306337118,0.211314380398326,0.207468343367722,47.3238716125488
2011-12-31,0.612157374667933,0.272444273529131,0.442300824098532,50.1625022888184
2012-01-31,0.805205881981572,0.248467537930442,0.526836709956007,49.5588493347168
2012-02-29,0.928447372407655,0.239108541927603,0.583777957167629,51.1922760009766
2012-03-31,0.943692480835227,0.415350841151989,0.679521660993608,51.6093292236328
2012-04-30,0.967845311332065,0.444990200130691,0.706417755731378,51.3772430419922
2012-05-31,0.888963042461138,0.62203980521228,0.755501423836709,46.7893562316895
2012-06-30,0.839983572091343,0.505670647319212,0.672827109705277,51.269832611084
2012-07-31,0.806539478719903,0.171229637957039,0.488884558338471,52.0367813110352
2012-08-31,0.9250427477437,0.19760523043411,0.561323989088905,52.3063735961914
2012-09-30,0.941087495182776,0.410433431472994,0.675760463327885,55.1489715576172
2012-10-31,0.952522571966399,0.300041077679633,0.626281824823016,54.9801063537598
2012-11-30,0.942420013900613,0.514189726700268,0.72830487030044,53.1528739929199
2012-12-31,0.848475443633535,0.322594100953282,0.585534772293408,52.5207977294922
2013-01-31,0.764035312503633,0.420644062532173,0.592339687517903,54.5961456298828
2013-02-28,0.787287113919613,0.324099922970349,0.555693518444981,54.3412780761719
2013-03-31,0.865309172050876,0.368468357318339,0.616888764684608,55.0304412841797
2013-04-30,0.821924540058531,0.348832397407457,0.585378468732994,54.3464584350586
2013-05-31,0.755352899621775,0.339560366451468,0.547456633036622,55.2502937316895
2013-06-30,0.720320493621957,0.273530428239868,0.496925460930912,55.5587120056152
2013-07-31,0.829109221254943,0.584464264071223,0.706786742663083,57.6494522094727
2013-08-31,0.715184728972456,0.667953167428504,0.69156894820048,53.5970916748047
2013-09-30,0.578200571472347,0.248359567458883,0.413280069465615,53.274055480957
2013-10-31,0.390136405984653,0.477708487895479,0.433922446940066,55.4907150268555
2013-11-30,0.642712183226957,0.419015095386912,0.530863639306934,57.8807411193848
2013-12-31,0.951554637775325,0.518011161823462,0.734782899799393,63.0871620178223
2014-01-31,0.967496277591573,0.488756343277821,0.728126310434697,57.4516906738281
2014-02-28,0.974210887799351,0.243750298327824,0.608980593063588,60.0138359069824
2014-03-31,0.92549860120553,0.191285711843561,0.558392156524545,61.3240928649902
2014-04-30,0.981498573663958,0.248229950731198,0.614864262197578,64.2936401367188
2014-05-31,0.987246957399045,0.319906064318033,0.653576510858539,63.113353729248
2014-06-30,0.988420127004121,0.280862081660023,0.634641104332072,63.6366424560547
2014-07-31,0.969349114562525,0.489890425204797,0.729619769883661,62.536865234375
2014-08-31,0.93079641403263,0.207352552758268,0.569074483395449,62.8655395507812
2014-09-30,0.688113974833607,0.556551172184298,0.622332573508953,59.8601531982422
2014-10-31,0.489555130196741,0.479176998772617,0.484366064484679,61.5531730651855
2014-11-30,0.145911660236835,0.370422192098191,0.258166926167513,57.626148223877
2014-12-31,0.161582552376302,0.320805034809189,0.241193793592745,59.2666168212891
2015-01-31,0.0333729435973695,0.245344996375338,0.139358969986354,56.042064666748
2015-02-28,0.0328114635609474,0.204372769671714,0.118592116616331,56.7600593566895
2015-03-31,0.0133393487670579,0.240029201561521,0.126684275164289,54.900821685791
2015-04-30,0.0287878040081898,0.379868460681317,0.204328132344754,56.4315986633301
2015-05-31,0.031625104407388,0.30054766773353,0.166086386070459,55.0299949645996
2015-06-30,0.0534937306095297,0.251568188749128,0.152530959679329,54.1827011108398
2015-07-31,0.0272182256959856,0.532709660358379,0.279963943027182,51.5842704772949
2015-08-31,0.0117615073881977,0.369020148653547,0.190390828020873,48.9988708496094
2015-09-30,0.00503863092082561,0.150514388112067,0.0777765095164462,48.8723068237305
2015-10-31,0.0228860579365979,0.576826611507307,0.299856334721952,54.387279510498
2015-11-30,0.134062072925679,0.179185503270596,0.156623788098137,53.6773719787598
2015-12-31,0.426522736687778,0.25453289773202,0.340527817209899,51.6853675842285
2016-01-31,0.299388300518167,0.158355525040713,0.22887191277944,51.6190452575684
2016-02-29,0.325931077707285,0.110869139100928,0.218400108404107,53.1440734863281
2016-03-31,0.646109361510297,0.184579159995541,0.415344260752919,55.9280586242676
