"Date","P_MA","P_Risk","P_Econ","f_hybrid","AdjClose"
2010-02-28,NA,NA,0.206966624,NA,10.7299995422363
2010-03-31,NA,NA,0.209521039,NA,11.1000003814697
2010-04-30,NA,NA,0.21239177,NA,10.0200004577637
2010-05-31,NA,NA,0.214477231,NA,9.6899995803833
2010-06-30,NA,NA,0.216645733,NA,8.60000038146973
2010-07-31,NA,0.664018416848038,0.218747497,NA,9.14000034332275
2010-08-31,NA,0.644439699841088,0.221015131,NA,8.03999996185303
2010-09-30,NA,0.708771652047259,0.223278247,NA,8.64000034332275
2010-10-31,NA,0.470941636107147,0.225482338,NA,8.59000015258789
2010-11-30,NA,0.594957686424016,0.226048076,NA,9.13000011444092
2010-12-31,0.411564861395553,0.533442570382244,0.226583692,0.423319711111119,9.64999961853027
2011-01-31,0.52913358155022,0.45215875890107,0.227153824,0.437947700980516,9.86999988555908
2011-02-28,0.699517183562205,0.81375444660195,0.230055371,0.651319726265662,11.5100002288818
2011-03-31,0.760119210450092,0.764304964139562,0.232696308,0.656308931435862,10.3999996185303
2011-04-30,0.788487645954231,0.488119791555351,0.235653328,0.557773640603833,10.4700002670288
2011-05-31,0.684421502393837,0.596097642009267,0.236907582,0.559589174161242,9.94999980926514
2011-06-30,0.534113573366891,0.715225809752979,0.238191268,0.547374006847948,8.44999980926514
2011-07-31,0.378912493873175,0.44365116789485,0.239458597,0.37691718410721,8.39000034332275
2011-08-31,0.250521436928287,0.5172131835999,0.242262337,0.355546315611274,8.18000030517578
2011-09-30,0.215852850908303,0.46411788023475,0.245076319,0.321003556257221,7.6100001335144
2011-10-31,0.213604598849711,0.737262653790032,0.247796704,0.429906241855897,8.27000045776367
2011-11-30,0.241098474885379,0.532022511575654,0.251113357,0.359471065984413,8.48999977111816
2011-12-31,0.267632689401371,0.736414542093813,0.254355515,0.452489995598074,7.48999977111816
2012-01-31,0.308779053346392,0.733253620125136,0.257728546,0.468358778588611,8.53999996185303
2012-02-29,0.412372352374415,0.560000905501797,0.259816644,0.440912631950485,9.28999996185303
2012-03-31,0.601886870920179,0.429886303117972,0.261775026,0.46506427481526,9.59000015258789
2012-04-30,0.657385964975059,0.645130164955568,0.263903615,0.57378717497225,8.85000038146973
2012-05-31,0.565045987489193,0.683440697274021,0.265592136,0.552513101105286,7.51000022888184
2012-06-30,0.405925948229737,0.428249532925255,0.267323647,0.387134921861997,7.40000009536743
2012-07-31,0.327026071258513,0.544673211569194,0.269016936,0.402483100331083,7.6399998664856
2012-08-31,0.349591932047114,0.524095107123892,0.270566364,0.403588088468403,7.69000005722046
2012-09-30,0.332736670913551,0.546147597527764,0.272120476,0.405977802576526,7.03000020980835
2012-10-31,0.322821954709163,0.613932163249846,0.273630108,0.429427668783604,7.25
2012-11-30,0.318827216817277,0.533822038005584,0.277184742,0.396496650329144,7.34999990463257
2012-12-31,0.386788110812334,0.753927020400767,0.280639669,0.512413986285241,8.06999969482422
2013-01-31,0.445632421050498,0.592790111014866,0.284233693,0.472215751426145,7.78999996185303
2013-02-28,0.552513918841133,0.646059968508686,0.285549162,0.536539387339928,8.42000007629395
2013-03-31,0.591458960381542,0.679926652720838,0.286735845,0.565901414240952,8.19999980926514
2013-04-30,0.665039373579718,0.574443142219297,0.288060135,0.553405033319606,8.69999980926514
2013-05-31,0.70992092258964,0.645106113993926,0.291579307,0.600326676033426,9.5600004196167
2013-06-30,0.778308014808038,0.444534792563025,0.295247787,0.548186680348425,9.90999984741211
2013-07-31,0.847160282118846,0.639620281628546,0.298836368,0.654479499098957,10.8800001144409
2013-08-31,0.877252624325474,0.533186916934577,0.302739964,0.62472380930402,11.1999998092651
2013-09-30,0.889354716849422,0.721458960692921,0.306688019,0.705663074816937,11.3400001525879
2013-10-31,0.872602348108707,0.670916777134807,0.310532653,0.679514180697406,11.4499998092651
2013-11-30,0.814698423547399,0.793718042824632,0.31061936,0.705490458548813,10.710000038147
2013-12-31,0.756453520445558,0.490757013933617,0.310697534,0.56102372055167,11.039999961853
2014-01-31,0.674439440815081,0.44545311761234,0.310811574,0.510119338170968,11.0500001907349
2014-02-28,0.638763196420861,0.530180838619641,0.316324308,0.530842475616201,10.8400001525879
2014-03-31,0.645274948860918,0.806092081595512,0.321344377,0.644815687582572,12.1000003814697
2014-04-30,0.663738712303868,0.444261020618269,0.326957851,0.508591463368855,12.1599998474121
2014-05-31,0.745704698555083,0.5654422640254,0.331790147,0.590816814432193,12.8500003814697
2014-06-30,0.772649626604949,0.50161610580089,0.336808256,0.577067944162335,13.4200000762939
2014-07-31,0.731386146461245,0.801174110666192,0.341699708,0.681364044450975,11.6999998092651
2014-08-31,0.655130094101922,0.420266755123403,0.34360904,0.49888054769013,11.960000038147
2014-09-30,0.487710805674335,0.560092275130485,0.345502473,0.488221726921928,11.3500003814697
2014-10-31,0.524979203333842,0.657827256923562,0.347357083,0.542594000702962,12.3800001144409
2014-11-30,0.518949250082109,0.400013572735795,0.350052437,0.437595616527162,12.2799997329712
2014-12-31,0.651354810523171,0.682077381136618,0.352661818,0.603905240263915,13.6499996185303
2015-01-31,0.726942770401988,0.455266418688832,0.355392912,0.543962258036328,14.2399997711182
2015-02-28,0.81178740570507,0.42249246306273,0.359340972,0.56558014190712,14.6899995803833
2015-03-31,0.807679169534521,0.748764863635078,0.36294213,0.69516603926784,14.0600004196167
2015-04-30,0.799659334261895,0.507056548231786,0.366937624,0.596073877797472,14.7299995422363
2015-05-31,0.82285820163147,0.581144193951289,0.369099279,0.635420814033104,15.9099998474121
2015-06-30,0.83236748823497,0.782303255673375,0.37132999,0.720134295563338,14.539999961853
2015-07-31,0.885694777307937,0.777132784405278,0.373514187,0.739833862085286,17.5200004577637
2015-08-31,0.853314019683574,0.590494403730369,0.374126301,0.652348629565577,16.0799999237061
2015-09-30,0.896135111413153,0.447554063424879,0.374747508,0.612425171535213,17.1800003051758
2015-10-31,0.733346213024887,0.665311758379496,0.375335746,0.634530337761753,14.6599998474121
2015-11-30,0.608259082254587,0.414512004635523,0.376997139,0.484507862556044,15.0600004196167
2015-12-31,0.419660667978959,0.389540102273089,0.378607064,0.399401720900819,15.3000001907349
2016-01-31,0.299607721437609,0.685871384439409,0.38029488,0.470250618350807,12.6999998092651
2016-02-29,0.238213321838051,0.54679723337556,0.383768812,0.390757984485445,13.9300003051758
2016-03-31,0.178604143526931,0.470688343368933,0.387016914,0.337120377558345,14.2600002288818
2016-04-30,0.237005650243948,0.468037311939556,0.390499764,0.360117137673401,13.4499998092651
2016-05-31,0.268613822312208,0.492524403600347,0.393794906,0.383214271565022,13.9399995803833
2016-06-30,0.176777666103125,0.622961047991238,0.39723006,0.399341497637745,12.0200004577637
2016-07-31,0.27955566582559,0.725140517715316,0.400546898,0.481987853016362,14.460000038147
2016-08-31,0.319008219998191,0.457916479054961,0.404235287,0.391616937021261,13.9799995422363
2016-09-30,0.553337884552879,0.440217069659955,0.407940126,0.479010006885134,14.1899995803833
2016-10-31,0.641833972010857,0.591732417518794,0.411523063,0.57573116841186,15.8699998855591
2016-11-30,0.77787628825971,0.376275378346959,0.415104991,0.544681664842668,16.2999992370605
2016-12-31,0.855181578889242,0.611911463087808,0.418604362,0.67055808919082,15.9099998474121
2017-01-31,0.88712114718448,0.728671946262506,0.422233674,0.730763972178794,18.0699996948242
2017-02-28,0.898134498123904,0.608950896352608,0.425330002,0.687900158190605,17.5499992370605
2017-03-31,0.947681409164071,0.542546466324006,0.428124852,0.681716120595231,19.3400001525879
2017-04-30,0.945662281052455,0.497932581162102,0.431233274,0.663684599685823,19.4500007629395
2017-05-31,0.943258456527237,0.620984391251055,0.436003661,0.712897871311317,18.5699996948242
2017-06-30,0.854561342729337,0.631377485136343,0.440935088,0.682562548746272,17.6200008392334
2017-07-31,0.549215185767411,0.752816760480253,0.445724682,0.609957714899065,14.8199996948242
2017-08-31,0.223566910122349,0.371209542031812,0.452391565,0.328388893861664,14.3299999237061
2017-09-30,0.111467963249773,0.729556891134162,0.459053127,0.428220567153574,15.4399995803833
2017-10-31,0.0790130065575743,0.6698309809425,0.465522625,0.39264212000003,12.9499998092651
2017-11-30,0.0851639375440413,0.634969989020945,0.471188534,0.382291277425994,14
2017-12-31,0.0521535662213195,0.406392936635335,0.47668216,0.278755033142662,13.1800003051758
2018-01-31,0.0689242119655307,0.478304026275759,0.482345108,0.315360316896516,12.4300003051758
2018-02-28,0.0898882780774817,0.649209527228171,0.487368762,0.393112874522261,13.9700002670288
