"","P_MA","P_Risk","f_technical"
"2017-08-01",0.223566910122349,0.371209542031812,0.29738822607708
"2017-09-01",0.111467963249773,0.729556891134162,0.420512427191968
"2017-10-01",0.0790130065575743,0.6698309809425,0.374421993750037
"2017-11-01",0.0851639375440413,0.634969989020944,0.360066963282493
"2017-12-01",0.0521535662213195,0.406392936635335,0.229273251428327
"2018-01-01",0.0689242119655307,0.478304026275759,0.273614119120645
"2018-02-01",0.0898882780774817,0.649209527228171,0.369548902652826
"2018-03-01",0.146269270993045,0.440653636962877,0.293461453977961
"2018-04-01",0.356252527730782,0.647699767870706,0.501976147800744
"2018-05-01",0.550246433148564,0.51949705066975,0.534871741909157
"2018-06-01",0.756607002837207,0.514443968054744,0.635525485445976
"2018-07-01",0.783723734960283,0.623033156217455,0.703378445588869
"2018-08-01",0.784288189418335,0.497160180781049,0.640724185099692
