"","P_MA","P_Risk","f_technical"
"2018-09-01",0.690000922330454,0.541043591261343,0.615522256795899
"2018-10-01",0.62501256585654,0.800248664665385,0.712630615260962
"2018-11-01",0.406106705005243,0.620446170605054,0.513276437805149
"2018-12-01",0.186302268208658,0.507113146007028,0.346707707107843
"2019-01-01",0.139738136638873,0.59703283035162,0.368385483495246
"2019-02-01",0.152904592965908,0.628506486358659,0.390705539662283
"2019-03-01",0.227292177845654,0.678315207795516,0.452803692820585
"2019-04-01",0.304722405690097,0.452013195219634,0.378367800454865
"2019-05-01",0.32314512367257,0.745924788617874,0.534534956145222
"2019-06-01",0.328279753713297,0.63893413088958,0.483606942301438
"2019-07-01",0.340696167459476,0.413437743035375,0.377066955247425
"2019-08-01",0.459780555420297,0.444353261264534,0.452066908342416
"2019-09-01",0.535189430204856,0.477795666471024,0.50649254833794
"2019-10-01",0.605566968171822,0.596755679397706,0.601161323784764
"2019-11-01",0.674009135777155,0.476196489457906,0.575102812617531
"2019-12-01",0.735606351855225,0.573535526286975,0.6545709390711
"2020-01-01",0.754894812504884,0.689038833887687,0.721966823196285
"2020-02-01",0.790385613185533,0.698823271503341,0.744604442344437
"2020-03-01",0.800217800744779,0.734351400639026,0.767284600691902
"2020-04-01",0.834830474332379,0.535078148848754,0.684954311590566
"2020-05-01",0.866481863155054,0.732083202274673,0.799282532714863
"2020-06-01",0.915863052719755,0.440287774943243,0.678075413831499
"2020-07-01",0.950510747539456,0.46701933076753,0.708765039153493
"2020-08-01",0.97557374464659,0.719085621377223,0.847329683011906
"2020-09-01",0.986151740347152,0.721547382785635,0.853849561566394
"2020-10-01",0.986344113621069,0.694321234233379,0.840332673927224
"2020-11-01",0.974065096959591,0.370423005910685,0.672244051435138
"2020-12-01",0.946473749114435,0.55003308920832,0.748253419161377
"2021-01-01",0.91954202699116,0.493687039212876,0.706614533102018
"2021-02-01",0.876736813852537,0.612014974489305,0.744375894170921
"2021-03-01",0.817331824762427,0.459472767930668,0.638402296346547
"2021-04-01",0.822053362974113,0.720949606694131,0.771501484834122
"2021-05-01",0.853158650373057,0.569605552034776,0.711382101203917
"2021-06-01",0.956878344350994,0.744892040929584,0.850885192640289
"2021-07-01",0.979252402944474,0.619341529283277,0.799296966113875
"2021-08-01",0.994220257385229,0.487661958981554,0.740941108183392
"2021-09-01",0.991743814429916,0.666940135657587,0.829341975043752
"2021-10-01",0.996742016677384,0.574509061525498,0.785625539101441
"2021-11-01",0.99947112806345,0.547187496650101,0.773329312356775
"2021-12-01",0.999885584122653,0.366452497150981,0.683169040636817
"2022-01-01",0.999573559649272,0.401650291599588,0.70061192562443
"2022-02-01",0.983912191779962,0.163788946202871,0.573850568991417
"2022-03-01",0.904406019272864,0.2105490814912,0.557477550382032
"2022-04-01",0.494206211026039,0.454235672812191,0.474220941919115
"2022-05-01",0.106592530332457,0.248961945798307,0.177777238065382
"2022-06-01",0.00314561294033326,0.261091660435395,0.132118636687864
"2022-07-01",0.00309447394954454,0.449168768068416,0.22613162100898
"2022-08-01",0.00172763433236624,0.333647575960908,0.167687605146637
"2022-09-01",0.001291585600057,0.303061157422252,0.152176371511155
"2022-10-01",0.000746468109271786,0.510610918184469,0.255678693146871
"2022-11-01",0.00506791442620823,0.563578366376446,0.284323140401327
"2022-12-01",0.038283548009444,0.440185248517819,0.239234398263631
"2023-01-01",0.309878175229024,0.576705155148779,0.443291665188902
"2023-02-01",0.800933850857316,0.347711163471915,0.574322507164615
"2023-03-01",0.996773771692245,0.304314045317306,0.650543908504775
"2023-04-01",0.999548323896609,0.431964605677405,0.715756464787007
"2023-05-01",0.999982887128569,0.504101917258063,0.752042402193316
"2023-06-01",0.999998701281422,0.252521931802644,0.626260316542033
"2023-07-01",0.999999974835975,0.260118346952561,0.630059160894268
"2023-08-01",0.999999990602564,0.321816803054697,0.66090839682863
"2023-09-01",0.999999914121119,0.348593371434942,0.67429664277803
"2023-10-01",0.999993955244961,0.318158176707679,0.65907606597632
"2023-11-01",0.999828274308117,0.309797714798083,0.6548129945531
"2023-12-01",0.999577662533687,0.238633830914064,0.619105746723876
"2024-01-01",0.999986118970566,0.510925724090909,0.755455921530737
"2024-02-01",0.999999969509728,0.355075917175684,0.677537943342706
"2024-03-01",0.9999999999931,0.0537015594973268,0.526850779745214
"2024-04-01",0.99999999999977,0.107244288393717,0.553622144196743
"2024-05-01",0.999999999999996,0.0371023469024348,0.518551173451216
"2024-06-01",1,0.016937406098311,0.508468703049155
"2024-07-01",1,0.0123929984516544,0.506196499225827
"2024-08-01",1,0.00114585213318535,0.500572926066593
"2024-09-01",0.999999999999989,0.00208545282584823,0.501042726412919
"2024-10-01",0.999999999999878,0.00521567842597801,0.502607839212928
"2024-11-01",0.999999999999541,0.00918059457848972,0.504590297289015
"2024-12-01",0.999999999992618,0.0119974162930752,0.505998708142847
